Variable Explanation:

senator- Name of Senator (first last)
party- 0= Republican, 1= Democrat, 2= Independent
sex- 1=Male, 0=Female
trade_date- Date of initial transaction
owner- Owner of the trade (Spouse, Child, or Self=Senator)
ticker- Stock Ticker
type- Purchase or Sale
trade_amount_max- Maximum amount the trade could have been
trade_amount_min- Minimum amount the trade could have been
buy_one_year_change- One year change in value of the stock purchased from the date of transaction
one_mo_vtsax_change- One month change in value of the VTSAX from the date of transaction
one_year_vtsax_change- One year change in value of the VTSAX from the date of transaction
buy_compare_one_year- Change in stock value minus change in VTSAX after one year from date of transaction
one_month_sell- One month change in value of the stock sold from the date of transaction
one_month_sell_compare- Change in stock value minus change in VTSAX after one month from date of transaction
weight- Weighted value of the average between the minimum and maximum amount the trade could have been

Data:

senator,party,sex,trade_date,owner,ticker,type,trade_amount_max,trade_amount_min,buy_one_year_change,one_mo_vtsax_change,one_year_vtsax_change,buy_compare_one_year,one_month_sell,one_month_sell_compare,weight
Pat Roberts,0,1,09sep2020,Spouse,AAPL,Purchase,50000,15000,,.014219142,,,,,4.0599999
Pat Roberts,0,1,09sep2020,Spouse,ZM,Purchase,50000,15000,,.014219142,,,,,4.0599999
Susan Collins,0,0,08sep2020,Spouse,--,Purchase,50000,15000,,.016701207,,,,,4.0599999
John Boozman,0,1,08sep2020,,,,,,,.016701207,,,,,
Pat Roberts,0,1,04sep2020,Spouse,BA,Sale,50000,15000,,-.018123667,,,-.017363344,.000760323,4.0599999
Pat Roberts,0,1,04sep2020,Spouse,WMT,Sale,15000,1000,,-.018123667,,,-.016313099,.001810568,1
Pat Roberts,0,1,04sep2020,Spouse,NVDA,Sale,50000,15000,,-.018123667,,,.034838582,.052962249,4.0599999
Pat Roberts,0,1,04sep2020,Spouse,NFLX,Purchase,100000,50000,,-.018123667,,,,,9.3800001
Pat Roberts,0,1,04sep2020,Spouse,NVDA,Purchase,100000,50000,,-.018123667,,,,,9.3800001
Pat Roberts,0,1,04sep2020,Spouse,NFLX,Sale,100000,50000,,-.018123667,,,-.025171979,-.007048312,9.3800001
Pat Roberts,0,1,04sep2020,Spouse,BYND,Sale,15000,1000,,-.018123667,,,.321252583,.33937625,1
Pat Roberts,0,1,04sep2020,Spouse,NVDA,Sale,50000,15000,,-.018123667,,,.034838582,.052962249,4.0599999
Pat Roberts,0,1,04sep2020,Spouse,NVDA,Sale,50000,15000,,-.018123667,,,.034838582,.052962249,4.0599999
Pat Roberts,0,1,04sep2020,Spouse,MSFT,Sale,100000,50000,,-.018123667,,,-.037619603,-.019495936,9.3800001
Pat Roberts,0,1,03sep2020,Spouse,AAPL,Purchase,50000,15000,,-.018440216,,,,,4.0599999
Pat Roberts,0,1,03sep2020,Spouse,MSFT,Purchase,50000,15000,,-.018440216,,,,,4.0599999
Pat Roberts,0,1,03sep2020,Spouse,AAPL,Purchase,50000,15000,,-.018440216,,,,,4.0599999
Rick Scott,0,1,03sep2020,Spouse,--,Purchase,1000000,500000,,-.018440216,,,,,31.25
Pat Roberts,0,1,02sep2020,Spouse,AAPL,Purchase,100000,50000,,-.060382916,,,,,9.3800001
Ron Wyden,1,1,02sep2020,Spouse,,Sale,100000,50000,,-.060382916,,,,,9.3800001
Ron Wyden,1,1,02sep2020,Spouse,AAPL,Purchase,100000,50000,,-.060382916,,,,,9.3800001
A. MitchellMcconnell,0,1,02sep2020,Spouse,WFC,Purchase,15000,1000,,-.060382916,,,,,1
Pat Roberts,0,1,01sep2020,Spouse,TSLA,Sale,100000,50000,,-.054777216,,,-.117840227,-.063063011,9.3800001
Ron Wyden,1,1,01sep2020,Spouse,AMZN,Purchase,50000,15000,,-.054777216,,,,,4.0599999
Patrick Toomey,0,1,28aug2020,Child,TSLA,Purchase,15000,1000,,-.059789522,,,,,1
Rick Scott,0,1,27aug2020,Spouse,--,Purchase,15000,1000,,-.068933395,,,,,1
Rick Scott,0,1,27aug2020,Spouse,--,Purchase,15000,1000,,-.068933395,,,,,1
Ron Wyden,1,1,27aug2020,Spouse,AAPL,Purchase,100000,50000,,-.068933395,,,,,9.3800001
Ron Wyden,1,1,27aug2020,Spouse,AMWD,Sale,15000,1000,,-.068933395,,,-.140201927,-.071268532,1
Patrick Toomey,0,1,27aug2020,Child,AAPL,Purchase,15000,1000,,-.068933395,,,,,1
Michael Bennet,1,1,27aug2020,Self,--,Purchase,15000,1000,,-.068933395,,,,,1
Thomas Carper,1,1,27aug2020,Spouse,--,Sale,50000,15000,,-.068933395,,,,,4.0599999
Pat Roberts,0,1,27aug2020,Spouse,AAPL,Sale,100000,50000,,-.068933395,,,-.134309255,-.06537586,9.3800001
Pat Roberts,0,1,27aug2020,Spouse,AAPL,Sale,100000,50000,,-.068933395,,,-.134309255,-.06537586,9.3800001
Rick Scott,0,1,26aug2020,Spouse,--,Purchase,1000000,500000,,-.065009337,,,,,31.25
Rick Scott,0,1,26aug2020,Spouse,--,Purchase,500000,250000,,-.065009337,,,,,31.25
Ron Wyden,1,1,26aug2020,Spouse,IRBT,Purchase,15000,1000,,-.065009337,,,,,1
Ron Wyden,1,1,25aug2020,Spouse,UPS,Purchase,100000,50000,,-.032748262,,,,,9.3800001
Ron Wyden,1,1,25aug2020,Spouse,FDX,Purchase,50000,15000,,-.032748262,,,,,4.0599999
Ron Wyden,1,1,24aug2020,Spouse,,Purchase,100000,50000,,-.038775269,,,,,9.3800001
Ron Wyden,1,1,24aug2020,Spouse,SQ,Purchase,50000,15000,,-.038775269,,,,,4.0599999
Ron Wyden,1,1,24aug2020,Spouse,KR,Sale,100000,50000,,-.038775269,,,-.072102052,-.033326783,9.3800001
Ron Wyden,1,1,24aug2020,Spouse,CLX,Sale,15000,1000,,-.038775269,,,-.065432707,-.026657438,1
Ron Wyden,1,1,24aug2020,Spouse,AMWD,Purchase,15000,1000,,-.038775269,,,,,1
Jerry Moran,0,1,21aug2020,Spouse,WFC,Sale,15000,1000,,-.01778043,,,.063028765,.080809194,1
Jerry Moran,0,1,21aug2020,Spouse,DIS,Sale,15000,1000,,-.01778043,,,.009337728,.027118157,1
Jerry Moran,0,1,21aug2020,Spouse,,Sale,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Spouse,TXN,Sale,15000,1000,,-.01778043,,,-.01190052,.005879909,1
Jerry Moran,0,1,21aug2020,Spouse,JPM,Sale,15000,1000,,-.01778043,,,.010583642,.028364071,1
Jerry Moran,0,1,21aug2020,Spouse,KO,Sale,15000,1000,,-.01778043,,,.067047377,.084827807,1
Jerry Moran,0,1,21aug2020,Spouse,AAPL,Sale,15000,1000,,-.01778043,,,-.14095039,-.12316996,1
Jerry Moran,0,1,21aug2020,Spouse,ALL,Sale,15000,1000,,-.01778043,,,-.033971849,-.016191419,1
Jerry Moran,0,1,21aug2020,Spouse,ABBV,Sale,15000,1000,,-.01778043,,,-.050073793,-.032293363,1
Jerry Moran,0,1,21aug2020,Spouse,KR,Purchase,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Spouse,CVX,Purchase,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Spouse,BRK-B,Purchase,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,WFC,Sale,15000,1000,,-.01778043,,,.063028765,.080809194,1
Jerry Moran,0,1,21aug2020,Self,DIS,Sale,15000,1000,,-.01778043,,,.009337728,.027118157,1
Jerry Moran,0,1,21aug2020,Self,,Sale,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,TXN,Sale,15000,1000,,-.01778043,,,-.01190052,.005879909,1
Jerry Moran,0,1,21aug2020,Self,RDS-B,Sale,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,OXY,Sale,15000,1000,,-.01778043,,,-.114741641,-.096961212,1
Jerry Moran,0,1,21aug2020,Self,MPC,Sale,15000,1000,,-.01778043,,,-.088135593,-.070355164,1
Jerry Moran,0,1,21aug2020,Self,JPM,Sale,15000,1000,,-.01778043,,,.010583642,.028364071,1
Jerry Moran,0,1,21aug2020,Self,COST,Sale,15000,1000,,-.01778043,,,-.025100839,-.007320409,1
Jerry Moran,0,1,21aug2020,Self,KO,Sale,15000,1000,,-.01778043,,,.067047377,.084827807,1
Jerry Moran,0,1,21aug2020,Self,BRK-B,Sale,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,AAPL,Sale,15000,1000,,-.01778043,,,-.14095039,-.12316996,1
Jerry Moran,0,1,21aug2020,Self,ALL,Sale,15000,1000,,-.01778043,,,-.033971849,-.016191419,1
Jerry Moran,0,1,21aug2020,Self,ABBV,Sale,15000,1000,,-.01778043,,,-.050073793,-.032293363,1
Jerry Moran,0,1,21aug2020,Self,KR,Purchase,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,USB,Purchase,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,JNJ,Purchase,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,INTC,Purchase,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,GILD,Purchase,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,CVS,Purchase,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,CVX,Purchase,15000,1000,,-.01778043,,,,,1
Jerry Moran,0,1,21aug2020,Self,BAC,Purchase,15000,1000,,-.01778043,,,,,1
Thomas Carper,1,1,21aug2020,Spouse,LDP,Purchase,15000,1000,,-.01778043,,,,,1
Thomas Carper,1,1,21aug2020,Spouse,GBIL,Sale,15000,1000,,-.01778043,,,-.000149335,.017631094,1
Thomas Carper,1,1,21aug2020,Spouse,TCEHY,Sale,15000,1000,,-.01778043,,,-.036376707,-.018596278,1
Thomas Carper,1,1,21aug2020,Spouse,ARE,Sale,15000,1000,,-.01778043,,,-.066436229,-.0486558,1
Thomas Carper,1,1,21aug2020,Spouse,CONE,Sale,15000,1000,,-.01778043,,,-.116909976,-.099129546,1
Ron Wyden,1,1,21aug2020,Spouse,NVDA,Purchase,100000,50000,,-.01778043,,,,,9.3800001
Ron Wyden,1,1,21aug2020,Spouse,UPS,Purchase,100000,50000,,-.01778043,,,,,9.3800001
Ron Wyden,1,1,21aug2020,Spouse,FDX,Purchase,50000,15000,,-.01778043,,,,,4.0599999
Ron Wyden,1,1,21aug2020,Spouse,SQ,Purchase,50000,15000,,-.01778043,,,,,4.0599999
Ron Wyden,1,1,21aug2020,Spouse,,Sale,100000,50000,,-.01778043,,,,,9.3800001
Ron Wyden,1,1,21aug2020,Spouse,XOM,Sale,50000,15000,,-.01778043,,,-.093148013,-.075367583,4.0599999
John Boozman,0,1,21aug2020,,,,,,,-.01778043,,,,,
Ron Wyden,1,1,20aug2020,Child,NFLX,Purchase,15000,1000,,-.006219352,,,,,1
Ron Wyden,1,1,20aug2020,Child,NFLX,Purchase,15000,1000,,-.006219352,,,,,1
Ron Wyden,1,1,20aug2020,Child,NFLX,Purchase,15000,1000,,-.006219352,,,,,1
William Cassidy,0,1,19aug2020,Spouse,SBUX,Sale,15000,1000,,.00539892,,,.138477393,.133078473,1
William Cassidy,0,1,19aug2020,Spouse,MSFT,Sale,15000,1000,,.00539892,,,-.022174535,-.027573455,1
William Cassidy,0,1,19aug2020,Spouse,LOW,Sale,15000,1000,,.00539892,,,.053260045,.047861125,1
William Cassidy,0,1,19aug2020,Spouse,IBM,Sale,15000,1000,,.00539892,,,.003068475,-.002330445,1
William Cassidy,0,1,19aug2020,Spouse,DIS,Sale,15000,1000,,.00539892,,,.033810754,.028411833,1
William Cassidy,0,1,19aug2020,Spouse,CMCSA,Sale,15000,1000,,.00539892,,,.08056325,.07516433,1
William Cassidy,0,1,19aug2020,Spouse,CSCO,Sale,15000,1000,,.00539892,,,-.034631001,-.040029921,1
William Cassidy,0,1,19aug2020,Spouse,AAPL,Sale,15000,1000,,.00539892,,,-.03091848,-.0363174,1
Pat Roberts,0,1,19aug2020,Spouse,WMT,Purchase,15000,1000,,.00539892,,,,,1
Ron Wyden,1,1,19aug2020,Spouse,UPS,Purchase,100000,50000,,.00539892,,,,,9.3800001
Ron Wyden,1,1,19aug2020,Spouse,NVDA,Purchase,50000,15000,,.00539892,,,,,4.0599999
Ron Wyden,1,1,19aug2020,Spouse,KR,Purchase,50000,15000,,.00539892,,,,,4.0599999
Ron Wyden,1,1,19aug2020,Spouse,FDX,Purchase,50000,15000,,.00539892,,,,,4.0599999
Angus King,,1,18aug2020,Spouse,VZ,Purchase,15000,1000,,.004540024,,,,,1
Angus King,,1,18aug2020,Spouse,SLB,Sale,15000,1000,,.004540024,,,-.079413252,-.083953276,1
Angus King,,1,18aug2020,Spouse,XOM,Sale,15000,1000,,.004540024,,,-.145180297,-.149720321,1
Angus King,,1,18aug2020,Spouse,COP,Sale,15000,1000,,.004540024,,,-.161914208,-.166454232,1
Pat Roberts,0,1,18aug2020,Spouse,GOLD,Purchase,15000,1000,,.004540024,,,,,1
Pat Roberts,0,1,18aug2020,Spouse,BBY,Purchase,15000,1000,,.004540024,,,,,1
Pat Roberts,0,1,18aug2020,Spouse,GLD,Purchase,50000,15000,,.004540024,,,,,4.0599999
Ron Wyden,1,1,18aug2020,Spouse,LOW,Purchase,50000,15000,,.004540024,,,,,4.0599999
Ron Wyden,1,1,18aug2020,Spouse,DHI,Purchase,50000,15000,,.004540024,,,,,4.0599999
Patrick Toomey,0,1,17aug2020,Joint,--,Purchase,15000,1000,,.000478698,,,,,1
Pat Roberts,0,1,17aug2020,Spouse,NVAX,Purchase,15000,1000,,.000478698,,,,,1
Ron Wyden,1,1,17aug2020,Spouse,UPS,Purchase,100000,50000,,.000478698,,,,,9.3800001
Ron Wyden,1,1,14aug2020,Spouse,UPS,Purchase,50000,15000,,-.010817308,,,,,4.0599999
Ron Wyden,1,1,14aug2020,Spouse,PSA,Purchase,50000,15000,,-.010817308,,,,,4.0599999
Ron Wyden,1,1,14aug2020,Spouse,FDX,Purchase,50000,15000,,-.010817308,,,,,4.0599999
Thomas Carper,1,1,13aug2020,Spouse,GLD,Sale,15000,1000,,-.011052379,,,-.004745541,.006306838,1
Ron Wyden,1,1,11aug2020,Spouse,,Purchase,50000,15000,,-.002068127,,,,,4.0599999
Ron Wyden,1,1,11aug2020,Spouse,DHI,Purchase,100000,50000,,-.002068127,,,,,9.3800001
John Boozman,0,1,11aug2020,,,,,,,-.002068127,,,,,
Thomas Carper,1,1,07aug2020,Spouse,KWEB,Sale,15000,1000,,.021168501,,,.026792286,.005623785,1
Ron Wyden,1,1,07aug2020,Spouse,AAPL,Purchase,100000,50000,,.021168501,,,,,9.3800001
Thomas Carper,1,1,06aug2020,Spouse,LDP,Purchase,15000,1000,,.030875409,,,,,1
Thomas Carper,1,1,06aug2020,Spouse,LUBFX,Sale,15000,1000,,.030875409,,,0,-.030875409,1
Thomas Carper,1,1,06aug2020,Spouse,GBIL,Sale,15000,1000,,.030875409,,,.0000995619,-.030775847,1
Pat Roberts,0,1,05aug2020,Spouse,BA,Purchase,50000,15000,,.074105622,,,,,4.0599999
Ron Wyden,1,1,05aug2020,Spouse,WDAY,Purchase,15000,1000,,.074105622,,,,,1
Ron Wyden,1,1,05aug2020,Spouse,PSA,Purchase,50000,15000,,.074105622,,,,,4.0599999
Ron Wyden,1,1,05aug2020,Spouse,KR,Purchase,15000,1000,,.074105622,,,,,1
Ron Wyden,1,1,05aug2020,Spouse,DHI,Purchase,15000,1000,,.074105622,,,,,1
Ron Wyden,1,1,05aug2020,Spouse,COUP,Purchase,50000,15000,,.074105622,,,,,4.0599999
Ron Wyden,1,1,05aug2020,Spouse,CLX,Purchase,15000,1000,,.074105622,,,,,1
Ron Wyden,1,1,05aug2020,Spouse,BYND,Purchase,50000,15000,,.074105622,,,,,4.0599999
Ron Wyden,1,1,04aug2020,Spouse,PSA,Purchase,100000,50000,,.067549344,,,,,9.3800001
Ron Wyden,1,1,04aug2020,Spouse,MTCH,Purchase,15000,1000,,.067549344,,,,,1
Ron Wyden,1,1,04aug2020,Spouse,KR,Purchase,15000,1000,,.067549344,,,,,1
Ron Wyden,1,1,04aug2020,Spouse,KLAC,Purchase,50000,15000,,.067549344,,,,,4.0599999
Ron Wyden,1,1,04aug2020,Spouse,DIS,Purchase,50000,15000,,.067549344,,,,,4.0599999
Pat Roberts,0,1,03aug2020,Spouse,TSLA,Purchase,100000,50000,,.06250769,,,,,9.3800001
Pat Roberts,0,1,03aug2020,Spouse,AAPL,Purchase,100000,50000,,.06250769,,,,,9.3800001
Ron Wyden,1,1,03aug2020,Spouse,MAR,Sale,250000,100000,,.06250769,,,.232159962,.169652271,21.879999
Ron Wyden,1,1,03aug2020,Spouse,VAC,Sale,50000,15000,,.06250769,,,.143495591,.080987901,4.0599999
Ron Wyden,1,1,03aug2020,Spouse,INTC,Sale,50000,15000,,.06250769,,,.054865424,-.007642266,4.0599999
Pat Roberts,0,1,31jul2020,Spouse,AAPL,Sale,100000,50000,,.073228249,,,.174548278,.101320029,9.3800001
Ron Wyden,1,1,31jul2020,Spouse,MSFT,Purchase,100000,50000,,.073228249,,,,,9.3800001
Christopher Coons,1,1,31jul2020,Child,--,Sale,100000,50000,,.073228249,,,,,9.3800001
Christopher Coons,1,1,31jul2020,Child,--,Sale,100000,50000,,.073228249,,,,,9.3800001
Christopher Coons,1,1,31jul2020,Child,--,Sale,100000,50000,,.073228249,,,,,9.3800001
Pat Roberts,0,1,31jul2020,Spouse,AAL,Sale,50000,15000,,.073228249,,,.222122302,.148894053,4.0599999
Ron Wyden,1,1,30jul2020,Spouse,OSK,Purchase,50000,15000,,.071892162,,,,,4.0599999
Ron Wyden,1,1,30jul2020,Spouse,NVDA,Purchase,100000,50000,,.071892162,,,,,9.3800001
Ron Wyden,1,1,30jul2020,Spouse,BYND,Purchase,50000,15000,,.071892162,,,,,4.0599999
Thomas Carper,1,1,28jul2020,Spouse,SIL,Sale,15000,1000,,.070761857,,,-.05869212,-.129453977,1
Ron Wyden,1,1,28jul2020,Spouse,DHI,Purchase,50000,15000,,.070761857,,,,,4.0599999
Pat Roberts,0,1,27jul2020,Spouse,BA,Purchase,15000,1000,,.059361302,,,,,1
Ron Wyden,1,1,27jul2020,Spouse,GOOG,Purchase,50000,15000,,.059361302,,,,,4.0599999
Ron Wyden,1,1,27jul2020,Spouse,FB,Purchase,50000,15000,,.059361302,,,,,4.0599999
Ron Wyden,1,1,27jul2020,Spouse,IRBT,Purchase,50000,15000,,.059361302,,,,,4.0599999
Ron Wyden,1,1,27jul2020,Spouse,NVDA,Purchase,50000,15000,,.059361302,,,,,4.0599999
Ron Wyden,1,1,23jul2020,Spouse,MSFT,Purchase,250000,100000,,.048138398,,,,,21.879999
Kelly Loeffler,0,0,22jul2020,Spouse,ICE,Sale,25000000,5000000,,.032965671,,,.077763898,.044798226,31.25
Patrick Toomey,0,1,20jul2020,Child,NKLA,Sale,15000,1000,,.043456543,,,.133159948,.089703405,1
Ron Wyden,1,1,20jul2020,Spouse,AAPL,Purchase,50000,15000,,.043456543,,,,,4.0599999
Ron Wyden,1,1,20jul2020,Spouse,OSK,Purchase,50000,15000,,.043456543,,,,,4.0599999
Rick Scott,0,1,15jul2020,Spouse,--,Purchase,1000000,500000,,.048716012,,,,,31.25
William Cassidy,0,1,15jul2020,Spouse,TROW,Sale,15000,1000,,.048716012,,,.048387097,-.000328915,1
William Cassidy,0,1,15jul2020,Spouse,PLD,Purchase,15000,1000,,.048716012,,,,,1
Pat Roberts,0,1,15jul2020,Spouse,NFLX,Purchase,15000,1000,,.048716012,,,,,1
Ron Wyden,1,1,15jul2020,Spouse,AAPL,Purchase,50000,15000,,.048716012,,,,,4.0599999
James Inhofe,0,1,15jul2020,Self,AAPL,Sale,50000,15000,,.048716012,,,.156408289,.107692276,4.0599999
James Inhofe,0,1,15jul2020,Self,AMZN,Sale,50000,15000,,.048716012,,,.050972624,.002256612,4.0599999
Pat Roberts,0,1,13jul2020,Spouse,NFLX,Purchase,15000,1000,,.069851517,,,,,1
Ron Wyden,1,1,13jul2020,Spouse,AAPL,Purchase,50000,15000,,.069851517,,,,,4.0599999
Ron Wyden,1,1,13jul2020,Spouse,CAT,Sale,100000,50000,,.069851517,,,.087692426,.017840908,9.3800001
Ron Wyden,1,1,13jul2020,Spouse,COST,Purchase,50000,15000,,.069851517,,,,,4.0599999
Ron Wyden,1,1,13jul2020,Spouse,,Purchase,15000,1000,,.069851517,,,,,1
Ron Wyden,1,1,13jul2020,Spouse,OSK,Purchase,100000,50000,,.069851517,,,,,9.3800001
Patrick Toomey,0,1,09jul2020,Child,NKLA,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,QCOM,Sale,15000,1000,,.065677419,,,.190991957,.125314538,1
Thomas Carper,1,1,09jul2020,Spouse,RMD,Sale,15000,1000,,.065677419,,,-.093809696,-.159487115,1
Thomas Carper,1,1,09jul2020,Spouse,OHI,Sale,15000,1000,,.065677419,,,.082508251,.016830831,1
Thomas Carper,1,1,09jul2020,Spouse,ARCC,Sale,15000,1000,,.065677419,,,.055072464,-.010604956,1
Thomas Carper,1,1,09jul2020,Spouse,LMT,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,WIW,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,FXI,Sale,15000,1000,,.065677419,,,-.052410438,-.118087857,1
Thomas Carper,1,1,09jul2020,Spouse,NVDA,Sale,15000,1000,,.065677419,,,.078646874,.012969455,1
Thomas Carper,1,1,09jul2020,Spouse,AXS,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,MPW,Sale,15000,1000,,.065677419,,,.094392004,.028714585,1
Thomas Carper,1,1,09jul2020,Spouse,GLAD,Sale,15000,1000,,.065677419,,,.103676471,.037999051,1
Thomas Carper,1,1,09jul2020,Spouse,MANT,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,SWKS,Sale,15000,1000,,.065677419,,,.115572968,.049895548,1
Thomas Carper,1,1,09jul2020,Spouse,HASI,Sale,15000,1000,,.065677419,,,.242485647,.176808227,1
Thomas Carper,1,1,09jul2020,Spouse,SRVR,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,MBXIX,Sale,15000,1000,,.065677419,,,.052348512,-.013328907,1
Thomas Carper,1,1,09jul2020,Spouse,ABBV,Sale,15000,1000,,.065677419,,,-.054829487,-.120506907,1
Thomas Carper,1,1,09jul2020,Spouse,FEMS,Sale,15000,1000,,.065677419,,,.005107832,-.060569587,1
Thomas Carper,1,1,09jul2020,Spouse,RTH,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,PTLC,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,PTMC,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,LMRK,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,AY,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,GBIL,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,IRM,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,LHX,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,APO,Sale,15000,1000,,.065677419,,,-.026452906,-.092130325,1
Thomas Carper,1,1,09jul2020,Spouse,AAPL,Sale,15000,1000,,.065677419,,,.190421446,.124744027,1
Thomas Carper,1,1,09jul2020,Spouse,PFE,Purchase,15000,1000,,.065677419,,,,,1
Thomas Carper,1,1,09jul2020,Spouse,TSN,Sale,15000,1000,,.065677419,,,.123785534,.058108115,1
Thomas Carper,1,1,08jul2020,Spouse,TCEHY,Sale,15000,1000,,.054130323,,,.022005925,-.032124399,1
Patrick Toomey,0,1,07jul2020,Child,TSLA,Sale,15000,1000,,.055102833,,,.069891932,.014789099,1
Patrick Toomey,0,1,07jul2020,Child,TSLA,Purchase,15000,1000,,.055102833,,,,,1
Pat Roberts,0,1,07jul2020,Spouse,AAL,Sale,15000,1000,,.055102833,,,-.036943745,-.092046578,1
Thomas Carper,1,1,07jul2020,Spouse,WIW,Purchase,15000,1000,,.055102833,,,,,1
Thomas Carper,1,1,07jul2020,Spouse,FXI,Sale,15000,1000,,.055102833,,,-.029245069,-.084347902,1
Thomas Carper,1,1,07jul2020,Spouse,MBXIX,Sale,15000,1000,,.055102833,,,.051024075,-.004078758,1
Thomas Carper,1,1,07jul2020,Spouse,DLS,Sale,15000,1000,,.055102833,,,.032217871,-.022884962,1
Thomas Carper,1,1,07jul2020,Spouse,FDN,Sale,15000,1000,,.055102833,,,.042875582,-.012227251,1
Thomas Carper,1,1,07jul2020,Spouse,FEMS,Sale,15000,1000,,.055102833,,,.020103389,-.034999444,1
Thomas Carper,1,1,07jul2020,Spouse,GDXJ,Sale,15000,1000,,.055102833,,,.221384377,.166281545,1
Thomas Carper,1,1,07jul2020,Spouse,RTH,Purchase,15000,1000,,.055102833,,,,,1
Thomas Carper,1,1,07jul2020,Spouse,LUBFX,Purchase,15000,1000,,.055102833,,,,,1
Thomas Carper,1,1,07jul2020,Spouse,SIL,Purchase,15000,1000,,.055102833,,,,,1
Thomas Carper,1,1,07jul2020,Spouse,GBIL,Purchase,15000,1000,,.055102833,,,,,1
Thomas Carper,1,1,07jul2020,Spouse,NXTG,Purchase,15000,1000,,.055102833,,,,,1
Thomas Carper,1,1,07jul2020,Spouse,FIMKX,Purchase,15000,1000,,.055102833,,,,,1
Thomas Carper,1,1,07jul2020,Spouse,FCPIX,Purchase,15000,1000,,.055102833,,,,,1
Ron Wyden,1,1,07jul2020,Spouse,TRIP,Sale,100000,50000,,.055102833,,,.12,.064897167,9.3800001
Pat Roberts,0,1,06jul2020,Spouse,TGT,Sale,15000,1000,,.039657157,,,.072123449,.032466291,1
Ron Wyden,1,1,06jul2020,Spouse,STX,Purchase,100000,50000,,.039657157,,,,,9.3800001
Ron Wyden,1,1,06jul2020,Spouse,AMZN,Purchase,50000,15000,,.039657157,,,,,4.0599999
Ron Wyden,1,1,06jul2020,Spouse,AAPL,Purchase,100000,50000,,.039657157,,,,,9.3800001
Ron Wyden,1,1,06jul2020,Spouse,KLAC,Purchase,50000,15000,,.039657157,,,,,4.0599999
Ron Wyden,1,1,06jul2020,Spouse,MSFT,Purchase,50000,15000,,.039657157,,,,,4.0599999
Ron Wyden,1,1,06jul2020,Spouse,NVDA,Purchase,50000,15000,,.039657157,,,,,4.0599999
Pat Roberts,0,1,02jul2020,Spouse,NOC,Purchase,50000,15000,,.040789816,,,,,4.0599999
Pat Roberts,0,1,02jul2020,Spouse,AAL,Sale,15000,1000,,.040789816,,,-.1056,-.146389816,1
Pat Roberts,0,1,02jul2020,Spouse,BA,Purchase,15000,1000,,.040789816,,,,,1
Pat Roberts,0,1,02jul2020,Spouse,MA,Sale,100000,50000,,.040789816,,,.02175782,-.019031995,9.3800001
Pat Roberts,0,1,02jul2020,Spouse,BABA,Sale,50000,15000,,.040789816,,,.130322004,.089532188,4.0599999
Pat Roberts,0,1,02jul2020,Spouse,WMT,Sale,15000,1000,,.040789816,,,.091519168,.050729352,1
Pat Roberts,0,1,02jul2020,Spouse,SPOT,Purchase,15000,1000,,.040789816,,,,,1
